churn;plan_int;minutos_dias;llamadas_dias;minutos_int;llamdas_int;reclamos
Yes;no;165.4;106;8.7;3;0
No;no;147.5;110;16.4;3;2
No;no;217.8;93;11.3;7;0
No;no;235.7;79;13.3;10;1
No;no;204.5;92;8.6;5;2
No;no;178.4;143;9.6;2;0
No;no;130.1;68;13.5;5;2
No;no;103.7;100;14.8;4;2
No;no;239.9;91;5.9;3;2
No;no;148.4;110;8.9;4;0
No;no;148.6;106;10;2;2
No;no;191.1;69;12.9;1;0
No;no;218.5;76;7.3;4;1
No;no;97.5;95;0;0;1
No;no;128.7;126;10.8;5;0
No;no;236.6;69;9.5;10;2
No;no;85.9;113;15.6;16;0
No;no;141.2;96;11.4;2;1
No;no;194.4;104;11.5;3;0
No;no;167.6;100;17.3;3;2
No;no;234.5;134;6.1;4;1
No;no;154.2;78;10.1;9;1
No;no;143.2;99;11.6;1;1
No;yes;216.4;80;12.7;4;1
No;no;161.9;85;8.5;2;1
No;no;118.7;90;10.4;6;3
No;no;179.1;123;10.2;10;1
No;no;147.9;97;8.8;5;2
No;no;209.2;110;16.5;4;2
No;no;244.3;140;10.6;6;0
No;no;175.3;96;5.6;11;1
No;no;150.5;92;9;2;1
No;no;197.4;73;13.2;2;0
No;no;163.5;136;12.6;5;1
Yes;no;236.9;93;11.4;7;2
No;no;82.3;77;7.2;4;1
No;no;216;111;12.7;4;1
No;yes;180;119;12.4;3;1
No;no;143.7;55;5.8;6;1
No;no;198.2;107;11.3;7;1
No;no;185.6;106;11.1;5;2
No;no;137.6;108;5.8;10;3
Yes;yes;273.9;119;10.9;7;1
No;no;125.3;92;6.3;2;3
No;no;178.8;102;8.6;4;3
No;no;214.9;86;8.2;5;0
No;no;163;93;15.1;4;2
No;no;163.8;77;8.8;2;2
No;no;189.5;113;13.4;3;1
No;no;155.2;110;4.5;4;0
Yes;yes;242.3;102;11.3;3;0
No;yes;254.1;127;8.7;4;3
No;no;112;90;11.3;4;2
No;no;115.5;73;13.3;5;3
No;no;137.1;102;11.1;4;1
No;no;198.4;113;10.1;3;0
No;no;132.7;94;12.9;7;3
No;no;219.6;99;13.8;8;2
No;no;169.6;96;11.2;4;0
No;yes;160.4;73;12.6;5;4
No;no;95;89;11.2;2;0
No;no;160.1;87;7;1;2
No;no;194.6;114;3.8;2;3
Yes;no;236.4;73;13.8;4;1
No;no;157.1;95;7.6;3;2
No;no;179.8;125;10.9;4;0
No;yes;148.2;108;11;4;0
No;no;183.2;103;11.9;6;1
Yes;no;119.2;88;12.2;6;4
No;no;224;102;9.6;2;0
No;no;19.5;149;7.9;1;0
No;no;184.8;83;9.6;8;1
No;no;176.3;140;11.3;5;1
No;no;241.7;115;11.1;2;2
No;no;224.7;121;9.8;6;0
No;no;207.3;115;8.6;4;1
No;no;196.8;81;12.7;7;2
No;no;110.9;74;15.8;9;1
No;no;122.5;145;8;3;2
No;no;226.9;144;13.2;5;2
No;no;187;65;10;8;2
No;no;170.5;113;11.2;6;0
No;no;204.8;101;9.5;3;0
No;no;165.9;114;12;5;2
Yes;no;154;133;9.5;3;4
No;no;158.1;104;8.9;6;1
No;no;225.2;93;9.1;2;2
Yes;no;159.4;79;9.7;2;6
No;no;172.7;95;11.7;1;2
No;no;222.8;99;11;3;3
No;yes;214.1;77;10.1;3;1
No;no;54.8;92;7.5;3;1
No;no;134;104;7.3;3;3
No;no;184.8;74;10.5;6;1
No;no;283.1;112;11.3;3;3
Yes;no;291.8;143;9.9;2;0
No;no;222.7;94;13.5;4;1
No;no;174.5;79;8.5;5;0
No;no;68.4;86;10.4;4;0
No;no;273;78;9.6;2;1
Yes;yes;225.3;134;17.3;9;1
No;no;283.2;130;7.2;6;1
Yes;yes;131.4;78;11.1;2;1
No;no;89.7;87;10.7;2;1
No;no;127.1;102;5;3;3
No;no;105.9;132;10.7;5;1
No;no;142.3;79;6;11;2
No;no;191.3;80;6.4;3;2
No;no;201.9;93;13.7;5;0
No;no;247.3;91;14.7;2;3
No;no;242.2;96;8.9;1;1
Yes;yes;127.3;80;13.7;5;5
No;no;162;104;10.9;7;1
No;no;179.1;93;10.6;1;2
No;no;197.4;125;12.3;4;3
No;no;148.2;82;6.4;4;2
No;no;193.1;85;10.2;1;0
No;no;171.7;99;7.8;6;1
No;no;198.5;123;8.1;10;1
No;no;121.7;87;12.7;3;1
No;no;130.2;105;14;6;2
No;no;203.4;96;13.7;3;2
No;no;174.7;83;10.5;8;5
Yes;yes;241;120;9.9;1;1
No;no;141.7;95;10.2;3;0
No;no;134.8;96;7.7;5;2
No;no;163.1;119;9;10;1
No;no;145.5;116;8.9;8;1
Yes;no;329.8;73;10.6;6;0
No;no;194.5;97;12.7;1;2
No;no;131.9;93;7.1;4;1
No;no;150;91;8.5;3;1
No;no;196.6;93;12.9;4;2
No;no;99.7;107;14.1;4;2
No;no;143.6;88;10.8;5;3
No;no;231.9;56;12.3;3;2
No;no;37.8;80;14.2;5;3
No;no;72.8;107;10.5;4;3
No;no;94.8;89;11.4;5;1
No;no;221.8;143;12.4;9;1
Yes;no;269;120;7.3;4;2
Yes;no;268.3;114;6.3;7;1
No;no;198.7;127;12.5;5;1
Yes;no;115.5;75;11.5;7;7
No;no;202.1;100;13.3;5;2
No;no;215.6;113;12.4;6;1
No;no;169.9;107;11.5;2;1
No;no;201.7;85;6;4;0
No;no;221.1;133;8.4;3;4
No;no;218.7;117;9.4;5;2
Yes;no;293.7;89;11;10;2
Yes;no;120.3;108;7.7;3;4
No;no;175.8;96;11.1;2;2
Yes;no;278.5;95;11.6;5;1
No;no;236.3;105;7.2;2;3
No;no;273.8;113;11.7;3;1
Yes;no;131.1;129;5.6;9;5
No;no;167.4;83;11.2;3;4
No;no;197.7;68;10.5;3;3
No;no;169.5;93;9;7;2
No;yes;225.2;116;11.7;4;0
No;no;174.5;73;10.3;5;4
Yes;no;129.7;84;7.5;3;5
No;no;200;66;11.4;2;3
No;no;95.9;87;13.3;4;0
No;no;152.8;110;9.1;2;1
No;no;129.9;102;14.3;3;1
Yes;yes;268.4;85;9.7;8;2
No;no;188.5;152;15.2;5;2
No;no;170.6;97;6.1;1;1
No;no;191.4;124;8.2;3;1
No;no;75.3;96;12.3;1;1
No;no;149.8;123;10.9;7;2
No;no;115.9;87;7.1;4;1
No;no;128.8;86;14.1;4;2
No;no;131.7;108;11;5;1
No;no;101.4;48;12.2;2;1
No;no;149;104;9.5;5;4
No;no;96.8;123;13.4;4;2
No;no;107.5;121;12.6;3;2
Yes;no;232.8;95;12.9;7;0
No;no;121.1;105;8.3;5;3
No;no;124.3;70;3.5;6;0
No;no;157.7;101;13.8;3;1
No;no;124.3;68;14.8;1;0
Yes;no;286.4;125;6.9;6;1
No;no;141.7;95;8.8;6;0
No;no;173;91;4.8;3;0
Yes;no;268.7;120;5.8;1;2
No;no;218.5;130;9.4;6;0
No;no;255.3;114;3.7;5;3
No;no;41.9;124;11.4;5;1
No;no;260.8;87;5.8;2;1
No;no;239.4;94;7.7;3;0
No;no;226.7;94;10.2;1;0
Yes;no;179.3;147;13.5;6;1
No;no;158;110;10;5;1
No;no;175.7;82;14.1;7;1
No;no;157.4;107;8.8;3;3
Yes;no;113.1;74;6.9;2;1
No;no;182.7;142;8.8;2;1
Yes;yes;161.3;83;14.1;3;0
No;no;142.5;92;7.5;2;2
Yes;yes;190.5;108;9.7;2;2
No;yes;159.3;110;11.9;5;1
No;yes;153.8;106;9.2;6;1
No;yes;180.7;127;12;6;2
No;no;202.7;105;12.1;7;0
No;no;190.8;100;8.9;6;0
No;no;205.1;102;9.2;6;2
No;no;235.6;124;7.7;2;1
No;no;189.3;77;7.4;3;0
No;no;166.9;101;11.5;1;1
Yes;no;245.2;87;7.5;4;0
Yes;no;132.6;125;12.7;2;4
No;no;182.3;64;11.6;7;2
No;no;192.3;86;10.5;3;2
Yes;yes;122;110;10.8;2;2
No;no;193;101;9.6;2;2
No;no;158.6;112;9.1;3;0
No;no;91.5;125;12.7;8;2
No;no;153.6;92;12.5;10;1
No;yes;221.6;79;11.5;3;1
No;no;244.7;81;6.6;1;1
No;no;239.8;103;9.5;4;0
No;no;172.4;132;11;5;0
Yes;no;242.5;83;10;3;3
No;no;117.6;82;11.3;10;2
No;no;174.5;127;11.3;7;1
No;no;157.3;83;12;7;1
No;no;192;97;15.1;3;1
No;no;218.2;76;8;1;1
No;no;144.6;97;10.9;3;1
Yes;yes;153.6;108;14.1;4;0
No;no;135.8;104;7.9;6;2
No;no;160.7;69;8.2;5;0
No;no;202.5;91;7.8;2;1
No;no;152.2;119;12.3;5;1
No;no;227.4;90;4.7;7;0
No;no;191.6;115;9.2;3;2
No;no;138.9;111;10.8;3;1
No;no;127;102;6.1;6;0
No;no;168.6;87;7.3;4;1
Yes;no;286.6;73;11.5;5;1
No;no;164.6;121;15.2;4;1
No;no;144;90;13;4;1
No;no;141.6;95;10.2;11;0
No;no;204.3;65;12;4;1
No;no;163.2;80;6.2;10;1
No;no;225;110;10.7;4;0
No;no;176.1;103;8.5;6;2
No;no;254.2;78;13.8;7;5
No;no;174.9;105;8.5;5;1
Yes;yes;187.3;118;9.6;2;0
No;no;211.8;84;10.7;9;3
No;no;241.9;102;11.7;6;0
No;no;196.1;103;12.9;1;3
No;no;231.3;100;12.4;2;3
No;no;161.6;104;13.8;2;1
No;no;194;103;11.9;5;0
No;no;109.7;148;15.4;8;3
No;yes;277;119;8.3;3;1
No;no;192.1;83;6.1;3;0
No;no;198.4;147;13.1;4;0
No;no;209.2;82;9.5;3;0
No;no;184.8;98;18.4;3;2
No;no;167.8;119;7.3;4;2
No;no;139.2;140;11.8;3;3
No;no;221.3;82;4.4;4;0
No;no;121.6;84;8.9;2;1
No;no;270.4;99;15.4;7;1
No;no;139.6;94;8.8;4;2
No;no;253;78;11.8;3;2
No;no;183.9;83;15;3;1
No;no;203.3;108;7.8;2;3
No;no;200.6;106;7.7;2;3
No;no;167.6;96;13.4;6;2
No;no;156.5;67;9.9;2;2
No;no;215.1;140;10.6;10;1
No;no;301.7;82;10.5;6;1
No;no;152.3;90;11.3;5;7
No;no;195.4;116;15.1;11;1
No;no;208.7;97;8;3;2
No;no;190.1;87;14.2;6;0
No;no;185.4;87;8;3;4
No;no;183.2;95;9.7;3;0
Yes;yes;54.2;100;8.6;2;1
No;no;208;115;8.1;9;1
No;no;230.3;110;13.2;4;1
No;no;240.8;102;7.1;3;2
No;no;195.7;119;5.3;3;2
Yes;no;276.1;82;8.9;4;0
No;no;166.1;93;16.2;3;2
Yes;no;135.9;117;11.5;3;4
Yes;yes;189.1;122;13.9;3;2
No;no;177.9;117;11.5;4;1
No;no;143.9;73;12.5;8;2
No;yes;148.2;138;8.6;3;2
Yes;no;287.1;115;13.9;1;2
Yes;no;179.7;144;9.3;8;1
Yes;no;165.8;96;10.9;3;5
No;no;144.1;144;14.5;3;1
No;no;172.5;85;5.9;6;0
No;no;199.8;138;5.5;4;1
No;no;109.1;134;10.9;5;2
No;no;171.8;106;9.7;5;1
Yes;no;222.3;101;12.1;4;1
No;no;245.8;102;11.2;7;0
No;no;164.6;110;8;3;0
No;no;211.7;107;7.4;7;0
Yes;yes;147.2;103;7.7;2;0
Yes;yes;254.7;103;8;3;0
No;yes;170.1;113;8.7;4;1
No;no;195.1;91;11.4;5;0
Yes;no;149.3;83;7.9;4;7
Yes;no;81.9;75;8.9;1;2
No;yes;191.1;109;9.8;3;0
No;no;206.9;115;8.3;2;3
Yes;no;239;156;13.5;8;1
No;no;179.3;97;8;5;0
No;no;185.3;91;5.5;5;0
No;yes;141.4;80;8.1;3;2
No;no;248.6;91;12;1;1
No;no;152.5;131;4.9;3;2
No;no;145.6;102;11.4;7;1
No;no;164.2;116;8.1;1;1
No;yes;221;115;9.7;4;1
Yes;no;295.4;126;11.5;2;1
No;no;139.8;98;9.4;7;2
Yes;no;162.3;99;14.8;1;4
Yes;no;272.7;97;7.7;2;0
No;yes;200.3;75;12.9;3;2
No;no;157.1;77;11.1;9;1
No;yes;135.8;60;12.3;7;2
No;no;236.7;110;12.7;6;1
No;no;111.4;133;5.5;6;3
Yes;yes;156.1;89;14.7;3;0
No;no;191.1;93;12;4;2
Yes;no;153;123;10.3;15;1
No;no;218.8;123;10.3;3;4
No;no;205.4;101;10.3;2;3
Yes;yes;225.2;111;9.9;1;0
Yes;no;249.9;127;8.9;6;2
No;no;131.6;89;10.2;5;3
No;no;197.9;99;10.1;9;0
No;no;166.5;129;9.9;5;1
No;no;225.4;79;12.9;3;1
Yes;no;275.8;103;7.4;5;2
No;no;142.9;105;10.8;6;1
No;no;207.2;113;9.9;1;1
No;no;206.2;100;10.2;6;1
No;no;210.3;66;11.2;7;1
Yes;yes;225.7;117;14;7;1
Yes;no;167.8;91;14.5;4;4
No;no;197.7;118;7;3;2
No;no;169.8;105;10.9;4;1
No;no;190.6;104;9.8;1;2
No;no;80.3;140;12.8;3;2
No;no;231.7;110;12.1;2;0
No;no;69.1;114;6.5;4;0
No;no;188.8;60;8.2;7;4
Yes;no;150.6;125;10.4;8;8
No;no;192;89;5.5;4;2
No;no;163.7;78;9.9;3;3
No;no;211.7;100;6.5;9;1
No;no;175.5;103;11.8;3;1
No;no;150.1;120;11;3;2
No;no;189.5;99;14.2;2;1
Yes;no;70.8;94;9.5;1;6
No;no;215.5;102;8.6;6;1
No;no;101.7;105;9.4;6;3
No;no;258.4;132;9.7;8;4
No;no;242.4;126;11.8;6;1
No;no;131.8;82;11.3;2;1
No;no;190.2;102;9.8;6;2
No;no;154.1;104;9.8;4;2
No;no;188;127;15.3;3;3
No;no;103.1;70;11.2;5;1
No;no;175.4;130;11.6;4;0
No;no;145.4;93;10.9;1;1
No;yes;250.6;85;7.8;5;1
No;no;161.5;123;8.6;5;1
Yes;no;260.1;101;10;2;1
Yes;no;281.3;124;8.7;3;0
Yes;yes;130.1;90;13.6;5;3
No;no;102;118;11.4;3;2
No;no;218.7;104;12.1;4;1
No;no;128.5;86;6.8;6;1
Yes;no;128.7;100;9.2;4;2
No;no;172.2;92;8.7;4;1
No;no;199.2;124;7.6;3;1
No;no;184.5;98;8.8;3;2
No;no;168.6;99;10.9;7;0
No;no;174;118;6.7;3;1
No;no;230.4;65;8.5;3;1
No;no;198.2;73;5.1;5;1
No;no;186.1;96;8;4;0
No;no;148.5;105;6.8;2;1
No;no;157.1;109;10;8;0
Yes;no;155;110;7;4;4
No;yes;129.3;123;9.6;7;1
No;no;188.5;77;6.1;6;1
No;no;208.8;120;11.1;5;0
Yes;no;238;82;11.8;10;0
No;no;211.1;103;5.6;4;0
No;no;198.9;87;12.6;4;3
No;no;212.8;79;10.2;2;1
No;no;137.4;126;12.4;2;3
No;no;191.8;75;12.8;3;2
No;no;149;92;13.9;11;0
No;no;117.1;118;11.1;4;3
No;no;108;79;10.4;3;3
No;no;112.8;133;10.1;5;0
No;no;175.9;105;11;6;1
Yes;no;236.6;109;11.1;2;1
No;no;169.4;102;2;7;1
No;no;129.6;79;9.4;10;3
No;no;177.1;97;8;6;1
No;no;133.3;63;13.5;2;1
No;no;167.8;121;13;3;5
No;no;174.6;107;9;4;1
No;no;150.3;101;12.5;4;2
No;no;283.2;110;6.3;1;5
Yes;no;157.8;83;8.7;2;5
No;no;141.2;132;7;2;2
No;no;230.2;106;10.4;2;1
Yes;yes;237.8;92;15.6;6;2
Yes;yes;204;84;13.3;3;3
No;no;221.1;106;7.4;3;1
No;no;177.2;93;12.7;2;4
No;no;118;133;5.3;5;1
No;no;163.8;73;15.7;4;0
No;no;141.3;96;9.4;3;3
Yes;no;272.5;119;16.4;5;3
No;no;118.9;112;8.2;5;2
No;no;7.9;100;12.1;1;0
No;no;159.5;96;10.2;4;0
No;no;150.2;70;12.1;2;1
No;no;144.5;35;12;7;2
No;no;140.7;88;12.4;4;2
No;no;169.2;123;12.6;3;1
No;no;220.8;77;7.6;3;2
No;no;216.3;96;4.5;3;0
No;no;169.5;96;10.6;7;0
No;no;256.3;119;11.7;1;1
No;no;179.7;128;7.6;3;1
No;no;266;120;13.1;6;3
No;no;96.7;97;9.7;3;2
No;no;82.7;116;10.9;9;0
No;no;168.2;87;10.1;3;3
Yes;no;286.4;109;10.7;14;1
No;no;174.3;95;12.9;5;3
No;yes;190.6;100;13;6;1
No;no;175.5;86;17.8;3;4
No;no;133.4;102;11.1;7;1
No;no;204.6;96;6.6;2;3
No;no;242.2;88;6.2;6;3
No;no;253.1;112;11.9;4;3
No;no;130;110;8.3;4;0
No;no;105.9;151;12.7;7;0
No;no;194.2;98;9.3;7;3
No;no;183.8;111;6.1;2;1
No;no;196.5;82;10.8;2;2
No;no;184.5;81;13.7;3;3
No;no;261.9;113;13.8;4;0
No;no;202.4;118;9.2;5;3
No;no;167.4;113;9.5;4;3
No;no;167.7;104;7.5;11;1
No;no;191.7;109;11.1;4;1
No;no;240.2;78;5.2;1;2
No;no;189.1;112;11.1;4;1
No;no;127.7;67;10.6;7;1
No;no;205.2;106;13.4;3;1
No;no;153.6;93;12.6;3;2
No;no;154.5;129;13.4;3;2
No;no;153.7;109;14.1;6;1
No;yes;171.2;138;10.8;3;1
Yes;no;328.1;106;8.7;3;1
Yes;yes;145.9;69;14.4;10;0
No;no;201.2;76;11.8;1;1
No;no;139.1;72;11.4;9;5
No;no;118.9;128;13.2;10;2
Yes;no;217.6;87;10.4;4;2
No;no;145;133;14.6;2;1
No;no;203.5;89;8.7;3;3
No;no;240.1;115;8;6;3
No;no;83.8;121;6.7;8;1
Yes;no;269.8;106;10.1;8;1
No;no;126.3;84;10.6;2;1
No;no;88.1;125;9.7;1;2
No;no;218.5;61;9.9;4;2
No;no;236.8;61;11.2;8;1
No;no;124.1;117;6.4;5;3
No;yes;184.2;132;10;10;0
No;no;222.7;133;13.6;4;4
No;no;149.2;98;11.1;5;1
No;no;206.5;125;12.2;4;3
No;no;159.7;102;9.6;9;3
No;no;204.7;118;7;2;2
No;no;213.2;79;7.5;4;1
No;yes;269.6;121;8.2;6;1
No;no;116.7;92;9.7;6;2
No;no;263.4;101;13;4;0
No;no;140.2;97;7.1;2;1
No;no;197.7;101;13.5;3;1
No;no;136.2;92;13.3;7;3
No;no;88.5;87;11.5;3;2
No;no;215.3;58;12.1;9;0
Yes;no;269.2;104;8.9;2;3
No;no;203.8;118;7.3;5;0
No;no;268.4;112;10.3;3;0
No;no;159.1;104;10.3;4;1
No;no;114.4;122;10.1;5;2
No;no;138.9;65;9.2;3;2
No;no;186;55;12.2;6;1
No;no;170.4;91;15.1;5;0
No;no;164.5;95;9.9;3;4
No;no;168.6;121;12.3;4;1
Yes;no;261.2;119;9.8;2;0
No;no;190.5;91;13.1;5;1
No;no;181.1;121;4.2;9;2
No;no;177.1;131;6.5;6;3
No;no;160.5;114;11.3;4;1
No;no;134.7;116;6.6;5;2
No;no;198.2;107;8.8;1;2
Yes;yes;228.9;134;10.1;2;4
No;no;241.7;137;13.1;3;0
No;no;131.1;108;4.3;4;1
No;no;234.1;101;13.1;9;2
No;no;200.1;72;11.9;5;0
No;no;154;107;10.1;7;1
No;no;224.2;106;9.8;4;0
No;no;148.3;83;8.3;6;3
No;no;174.6;76;8.8;5;2
No;no;138.5;110;11.1;7;1
No;no;109;69;12.6;2;1
No;no;162.3;99;11.1;8;4
No;no;210.8;84;16.4;3;2
No;no;142.4;107;11.1;7;1
No;no;223.5;104;10.6;5;2
No;no;182.5;65;7.5;2;2
No;no;219.6;97;10.8;4;2
No;no;193.6;66;12.9;3;0
No;no;192.4;111;11;6;0
No;no;236.2;122;13.3;4;0
No;no;233.2;88;16.1;4;0
No;no;158.8;53;9.8;4;2
No;no;126.1;112;9.8;4;1
Yes;no;290.4;108;10.1;5;3
No;no;60.6;113;13.3;7;0
No;no;148.4;95;6.9;6;0
No;no;246.5;108;12.7;3;2
Yes;no;298.1;112;9.7;4;2
No;no;119.3;82;10.9;4;2
No;no;242.5;82;9.6;7;0
Yes;yes;222.1;89;13.6;2;0
Yes;no;236.2;135;10.1;6;2
No;no;144.2;87;9.5;4;0
No;no;154.6;100;12.6;1;3
No;no;137.4;100;10.2;6;2
No;no;103.7;93;14.4;1;0
Yes;no;136.6;112;12.2;2;4
Yes;no;289.8;101;11.7;4;2
No;no;260.9;85;13.3;5;3
Yes;yes;196.2;129;15.2;1;0
No;no;195.6;71;14.2;4;1
No;no;222.2;96;11.9;7;4
Yes;yes;172.9;119;9.8;1;0
Yes;no;249.8;109;11.6;4;0
No;no;154.5;84;13.7;3;1
No;no;90.4;108;12.7;2;1
No;no;268.8;78;16.4;3;0
No;no;106.1;95;8.1;3;1
No;no;27;117;10.7;3;3
No;no;140.1;59;3.8;10;1
No;no;245;112;9.7;6;1
No;no;196.7;85;11.2;5;3
No;no;131.2;98;10.2;6;2
No;no;149.6;96;7.4;4;2
No;no;239.8;70;10.9;10;1
No;no;142.1;77;11;4;1
No;no;115.4;137;6;3;3
No;no;193;99;10.3;8;2
No;no;206.1;49;13;1;1
No;no;160.3;138;11.2;2;0
No;no;199.9;108;11.3;7;1
No;no;213.1;105;8.9;3;0
No;no;178.3;102;10.9;1;3
Yes;yes;252.3;120;12;5;3
No;no;197.7;64;13.2;5;4
No;no;111.1;105;6.6;3;2
Yes;no;96.5;86;12.5;3;1
No;no;156.9;109;11.3;5;3
No;no;123.3;78;12.7;2;1
No;no;193.7;108;10.8;5;1
No;yes;206.9;134;10.9;4;0
Yes;no;249.8;96;12.7;4;3
No;no;144;102;10;7;1
No;no;299.5;83;11.6;5;0
Yes;no;226;127;12.6;4;2
No;no;137.6;106;9.6;6;2
No;yes;211.7;121;11.1;3;1
No;no;89.7;80;9.5;4;2
No;yes;197.6;126;12.5;8;2
Yes;no;270;102;12;5;2
No;no;224.7;116;11.3;11;3
No;no;194.3;99;10.2;2;2
Yes;yes;47.7;89;13.2;3;0
No;no;190.1;105;13;2;1
Yes;yes;89.5;94;7.9;1;1
No;no;182.6;83;12.1;5;0
No;no;205.5;86;6.9;4;1
No;no;231.5;82;7.4;10;1
Yes;yes;251.3;69;9.9;1;3
No;no;171.2;103;13;3;2
No;no;197.9;89;11.2;2;2
No;no;134.8;94;6.7;8;1
No;no;191.4;114;10.3;3;1
No;no;174.5;65;10.6;2;0
No;no;177.4;125;10.9;4;0
No;no;182.1;89;6.8;1;1
No;no;222.4;85;11.2;4;0
Yes;yes;47.8;120;13.3;7;0
No;no;121.8;97;10.3;5;1
No;no;143.5;121;8.8;5;3
No;no;164.9;68;7.8;4;2
No;no;193.6;58;13.1;1;2
No;no;101.1;121;7.3;5;0
No;no;92.3;88;11.6;3;2
No;no;168.9;128;2.9;7;2
No;no;219.2;102;15;5;1
No;no;178.1;130;13;4;0
No;no;146.5;101;14;6;3
No;no;172.3;116;11.8;5;1
No;no;190.9;143;13;3;1
Yes;no;232.1;74;10.9;2;3
Yes;no;169.2;124;12.4;4;4
No;no;123.8;107;7.3;4;2
No;no;96;117;9.7;4;3
No;no;93.4;106;10.9;1;1
No;no;90.6;130;5.4;9;1
No;no;152.9;81;5.3;6;2
No;no;257.9;92;9.4;2;2
No;yes;85.2;98;9;3;2
No;no;160;72;6.1;10;1
No;no;182.9;54;11.5;4;0
No;no;216.2;67;3.1;1;2
No;no;261.7;105;3.3;5;0
No;no;241.2;105;8.5;4;2
No;no;177.2;142;8.4;6;1
No;no;89.5;128;14;3;2
No;yes;200.3;72;10.4;3;1
Yes;yes;145;103;11;2;4
No;no;159.5;99;6.8;3;2
No;no;151.8;106;11.2;8;3
No;no;176.2;120;10.6;4;1
No;no;152.1;95;9.8;5;0
No;no;161.3;122;9.6;3;1
No;yes;171.7;78;6.8;3;3
Yes;no;278.9;110;11.7;7;0
No;no;213;121;11.1;3;4
No;no;242.9;67;4.8;12;1
Yes;no;217.2;121;12.4;2;0
No;no;175.9;111;13;7;1
Yes;no;303.2;133;11.5;3;0
No;no;238.9;107;11.8;3;2
No;no;189.6;42;11.4;5;2
Yes;no;133.3;94;11.3;5;5
No;no;92.7;107;9.9;4;3
No;no;177.2;72;8.6;7;3
No;no;184.5;103;10.2;6;2
No;no;176.1;109;12.1;9;0
No;no;204.7;108;11;4;6
No;no;143.6;80;15.5;5;2
No;no;179.3;93;12.1;5;1
No;no;137.3;100;10.5;2;1
No;no;237.8;92;10.2;6;2
No;no;203.7;92;7.6;5;2
No;no;191.3;95;17.6;5;2
No;yes;209.1;141;7.8;3;2
No;no;88.8;104;7.1;9;3
No;no;97.2;88;12.4;5;0
No;no;137.9;96;11;5;1
No;no;224.3;112;10;1;2
No;no;207.6;65;9.7;3;1
No;no;268.1;95;14.4;6;2
Yes;no;166.7;61;6.8;7;4
Yes;no;267.1;104;17.3;4;1
No;no;181.8;108;9.3;3;2
No;no;147.1;80;13.7;7;0
No;no;37.7;115;4.9;3;1
No;no;185;88;11.4;3;2
No;no;156.4;108;8.6;4;2
No;no;239.3;84;10.9;3;1
No;no;215.5;129;8.8;5;2
No;no;134.9;70;11.3;6;1
No;no;194.8;116;12.8;3;0
No;no;239.1;105;13.3;3;5
No;no;92.6;85;14.4;4;3
No;no;209.4;133;7.2;4;1
No;no;197.6;83;6.4;6;1
No;no;17.6;121;10.6;6;1
No;yes;62.9;112;8.9;8;1
No;no;202.3;97;6.7;3;1
No;no;136.1;116;11.3;4;0
No;no;207;109;2.6;6;1
No;no;207.9;95;13.5;3;1
Yes;yes;276.5;122;7.2;3;1
No;no;313.8;87;10.1;7;3
No;yes;288.5;114;13;5;1
No;no;210.9;85;9.4;5;4
No;no;64.9;76;14.6;1;1
No;no;243.5;137;9;9;1
No;no;197;97;8.7;3;3
No;no;278;88;8.7;4;0
No;no;219.9;102;10;4;1
Yes;no;313.2;103;12.8;4;2
No;no;145.7;88;11.3;7;0
No;no;75.8;102;8.2;13;0
No;no;195.9;86;12.2;4;3
No;no;132;95;8.7;10;1
No;no;124;102;11.7;2;2
No;no;171.9;98;7.6;3;2
No;no;249.4;70;9.9;2;4
No;yes;228.4;100;7.7;7;0
No;no;168.6;71;5.9;2;3
No;no;123.7;138;13.3;4;0
No;no;178.7;61;8.4;4;1
No;no;113.2;86;9.5;5;1
No;no;142.4;106;13.4;6;2
No;no;204.2;57;8.3;4;0
No;no;149.7;71;12.6;4;3
Yes;no;227.1;116;4.7;4;5
No;no;155.3;75;12.6;5;2
No;no;156.4;105;11.8;3;1
No;no;148.7;105;10.4;7;0
No;no;271.7;112;6.6;4;3
No;no;193.7;74;8.8;4;0
No;yes;245.5;54;10.8;7;1
Yes;no;245.3;108;10.7;2;3
No;no;196.1;87;11.9;1;0
No;no;134.1;112;10.5;2;2
No;yes;225;78;9.1;3;1
No;no;189.7;100;7.4;4;0
No;no;142.9;96;6.6;4;0
No;no;175.6;80;10.2;6;1
No;no;92.4;109;12.9;4;2
No;no;92.8;92;8.8;5;1
No;no;221.7;100;8;4;0
No;no;159.6;94;8.8;3;0
No;no;144.5;107;17;6;2
No;no;159.1;100;11.5;6;2
No;no;49.9;123;10.1;4;2
No;no;116.9;120;11;9;0
No;no;150;98;11.1;3;3
No;no;254.4;120;6;5;1
No;no;270.7;53;10.9;3;3
No;no;207;112;12.1;3;1
No;yes;145.3;89;8.9;4;0
No;no;230.7;102;13.5;2;3
No;no;151.5;104;10.8;2;1
No;no;146.1;57;9.2;3;0
No;no;256;111;11.5;4;3
No;no;200.2;105;11.6;4;3
No;no;150.7;52;7;4;2
No;yes;186;107;12.9;4;1
No;no;212.9;110;6.3;3;3
No;no;194.8;133;11.5;7;0
No;no;272.5;105;8.7;6;3
No;no;135.1;109;11.7;4;1
No;no;154.6;56;15.5;2;1
No;no;230.5;116;10.6;6;5
No;no;165.4;84;8.2;1;1
Yes;no;143.3;120;7.8;2;4
Yes;no;271.1;108;9.8;5;2
